Name,Date,Rate
Game Night,2018,6.9
Frankenweenie,2012,6.9
Big Fish,2003,8.0
Spy Kids,2001,5.5
Police Academy,1984,6.7
Hostel,2005,5.9
Sing,2016,7.1
Glass,2019,6.6
The Waltons,2019,7.6
Coming to America,1988,7.1
The Da Vinci Code,2006,6.6
Up,2009,8.2
Bad Boys for Life,2020,6.6
The Trial of the Chicago 7,2020,7.8
Moonlight,2016,7.4
"Lock, Stock and Two Smoking Barrels",1998,8.2
The Day After Tomorrow,2004,6.4
2 Broke Girls,2004,6.6
It Comes at Night,2017,6.2
The Real Housewives of Beverly Hills,2017,5.1
The Hobbit: The Battle of the Five Armies,2014,7.4
Cape Fear,1991,7.3
Couples Retreat,2009,5.5
Valerian and the City of a Thousand Planets,2017,6.5
Nashville,2017,7.7
Finding Nemo,2003,8.1
Helstrom,2020,6.8
Kin,2021,5.3
Gravity,2013,7.7
Time Trap,2017,6.3
Die Hard: With a Vengeance,1995,7.6
Notting Hill,1999,7.1
The Crazies,2010,6.5
Predestination,2014,7.5
Night of the Living Dead,1968,7.9
Descendants,2015,6.4
Unhinged,2020,6.0
Back to the Future Part II,1989,7.8
Sucker Punch,2011,6.0
Showgirls,1995,4.9
Manchester by the Sea,2016,7.8
Minority Report,2002,7.6
The Green Inferno,2013,5.3
Below Deck Mediterranean,2013,7.3
Blonde,2022,No Rate
Ant-Man and the Wasp,2018,7.0
Night at the Museum,2006,6.4
Sing 2,2021,No Rate
Breakfast at Tiffany's,1961,7.6
The Wicker Man,1973,7.5
No Man of God,2021,6.4
Family Matters,2021,6.6
Insecure,2021,7.9
Happy Valley,2021,8.4
Midway,2019,6.7
Bloodshot,2020,5.7
Jason X,2001,4.4
Citizen Kane,1941,8.3
Good Trouble,1941,7.5
Daredevil,2003,5.3
Constantine,2005,7.0
Under the Silver Lake,2018,6.5
Hightown,2018,6.5
What Breaks the Ice,2020,6.7
Medici,2020,7.9
The Royal Tenenbaums,2001,7.6
The Godfather: Part III,1990,7.6
Rain Man,1988,8.0
Eurovision Song Contest: The Story of Fire Saga,2020,6.5
The Post,2017,7.2
Once Upon a Time in the West,1968,8.5
Mayor of Kingstown,1968,No Rate
Dances with Wolves,1990,8.0
Austin Powers: The Spy Who Shagged Me,1999,6.6
Lie to Me,1999,8.0
The Bad Batch,2016,5.3
The Age of Adaline,2015,7.2
Unaired Game of Thrones Prequel Pilot,2019,6.6
The Sandlot,1993,7.8
Lansky,2021,6.3
A Touch of Frost,2021,7.8
Despicable Me,2010,7.6
Annika,2010,6.6
Sliding Doors,1998,6.7
Archive,2020,6.4
Before Sunrise,1995,8.1
Rear Window,1954,8.5
Wes Craven's New Nightmare,1994,6.5
Madres paralelas,2021,6.7
Major Payne,1995,6.3
Dark Waters,2019,7.6
Tangled,2010,7.7
The Pursuit of Happyness,2006,8.0
"Dr. Quinn, Medicine Woman",2006,6.8
Blood Diamond,2006,8.0
Galaxy Quest,1999,7.3
Star Wars: Episode III - Revenge of the Sith,2005,7.5
10 Cloverfield Lane,2016,7.2
Collateral,2004,7.5
The Machinist,2004,7.7
Hitman,2007,6.3
Phantom Thread,2017,7.5
The Others,2001,7.6
Hanna,2001,7.5
Bergman Island,2021,6.7
The Haunted Museum,2021,6.9
Pirates of the Caribbean: On Stranger Tides,2011,6.6
The Butterfly Effect,2004,7.6
Aspirants,2004,9.7
Mad About You,2004,6.7
American Traitor: The Trial of Axis Sally,2021,5.6
The Equalizer 2,2018,6.7
Downsizing,2017,5.7
True Grit,2010,7.6
The Gray Man,2022,No Rate
Babylon Berlin,2022,8.4
The Deer Hunter,1978,8.1
Shooter,2007,7.2
The Devil's Rejects,2005,6.8
The Last Man on Earth,2005,7.3
King Arthur: Legend of the Sword,2017,6.7
Hannibal,2001,6.8
90210,2001,6.1
Pretty Baby,1978,6.6
Stargate,1994,7.1
Jacob's Ladder,1990,7.5
Barbaroslar: Akdeniz'in Kilici,1990,8.8
Così fan tutte,1992,5.3
Angela Black,1992,6.0
Young Royals,1992,8.6
Possessor,2020,6.5
The Room,2003,3.7
Goosebumps,2015,6.3
Climax,2018,7.0
Doraibu mai kâ,2021,7.8
Instant Family,2018,7.3
Fa yeung nin wah,2000,8.1
Terminator Genisys,2015,6.3
A Few Good Men,1992,7.7
Are You Afraid of the Dark?,1992,8.2
The Comeback Trail,2020,5.6
The Informer,2019,6.6
Mushoku-tensei ~Isekai ittara honki dasu~,2019,8.3
Gekijouban Poketto monsutâ: koko,2020,6.7
Star Wars: Episode II - Attack of the Clones,2002,6.5
Million Dollar Baby,2004,8.1
Oxygène,2021,6.5
Double Jeopardy,1999,6.5
Cold Mountain,2003,7.2
Orphan Black,2003,8.3
The Love Witch,2016,6.2
Red Dragon,2002,7.2
Deep Impact,1998,6.2
Molly's Game,2017,7.4
Supernova,2020,6.9
X-Men: Days of Future Past,2014,7.9
I Am Legend,2007,7.2
Silent Hill,2006,6.5
American Sniper,2014,7.3
The Northman,2022,No Rate
Memoria,2021,7.1
Miami Vice,2021,7.5
Happy Death Day,2017,6.6
Oppenheimer,2023,No Rate
Pacific Rim,2013,6.9
Into the Dark,2013,6.4
The Running Man,1987,6.7
The Longest Yard,2005,6.4
Ghost Adventures,2005,7.4
2012,2009,5.8
Pleasantville,1998,7.5
Jeepers Creepers,2001,6.2
Suspiria,1977,7.4
Mary Poppins,1964,7.8
Black-ish,1964,7.1
Fantastic Four,2005,5.7
The French Connection,1971,7.7
13 Hours,2016,7.3
The Phantom of the Opera,2004,7.2
Overboard,2018,6.0
Teen Wolf,1985,6.1
I See You,2019,6.8
A Simple Favor,2018,6.8
Wonka,2023,No Rate
Lincoln,2012,7.3
Big,1988,7.3
Prince of Darkness,1987,6.7
WALL·E,2008,8.4
Naked Singularity,2021,4.5
Inside Man,2006,7.6
Christine,1983,6.7
I'm Thinking of Ending Things,2020,6.6
Yargi,2020,8.8
The Lives of Others,2006,8.4
Little Children,2006,7.5
Space Force,2006,6.7
Coherence,2013,7.2
Hanyo,2010,6.4
Sense and Sensibility,1995,7.7
Apollo 13,1995,7.6
Batman Returns,1992,7.0
Annabelle: Creation,2017,6.5
Star Trek Into Darkness,2013,7.7
The Meg,2018,5.6
Mission: Impossible - Rogue Nation,2015,7.4
Fried Green Tomatoes,1991,7.7
The Fate of the Furious,2017,6.6
Young Justice,2017,8.6
A Classic Horror Story,2021,5.7
Warm Bodies,2013,6.8
The Family Man,2013,8.8
Flash Gordon,1980,6.5
We Need to Talk About Kevin,2011,7.5
Kill Bill: Vol. 2,2004,8.0
Empire Records,1995,6.7
The 40 Year Old Virgin,2005,7.1
You're Next,2011,6.6
Source Code,2011,7.5
Manhunt,2011,8.1
Rush Hour,1998,7.0
Saikojiman Gwaenchanha,2020,8.7
Scent of a Woman,1992,8.0
The Piano,1993,7.6
Pirates of the Caribbean: At World's End,2007,7.1
The Munsters,2007,7.8
Marcella,2007,7.4
Dredd,2012,7.1
I Am Number Four,2011,6.1
Noah,2014,5.7
End of Watch,2012,7.6
Cannibal Holocaust,1980,5.8
Wanted,2008,6.7
La vérité,2019,6.5
San Andreas,2015,6.1
Moonfall,2022,No Rate
Thirteen,2003,6.8
East of the Mountains,2021,5.6
Days of Our Lives,2021,5.1
Would You Rather,2012,5.7
Harry Brown,2009,7.2
I Think You Should Leave with Tim Robinson,2009,7.9
Memoirs of a Geisha,2005,7.4
The Last Ship,2005,7.5
Pet Sematary,1989,6.6
Çukur,1989,7.4
A Menina que Matou os Pais,2021,6.1
King Kong,2005,7.2
A Nightmare on Elm Street 4: The Dream Master,1988,5.7
Groundhog Day,1993,8.0
Cuckoo,1993,7.2
Upgrade,2018,7.5
The Peanut Butter Falcon,2019,7.6
The Bill,2019,6.6
The Little Mermaid,2023,No Rate
Paranormal Activity: Next of Kin,2021,No Rate
Masters of Sex,2021,7.9
Gilligan's Island,2021,7.3
Meet Joe Black,1998,7.2
The Visit,2015,6.2
The Intern,2015,7.1
Guns Akimbo,2019,6.3
The Haunting in Connecticut,2009,5.9
Teenage Mutant Ninja Turtles,1990,6.8
A Tale Dark & Grimm,1990,7.4
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1
Snow White and the Huntsman,2012,6.1
John Carter,2012,6.6
The Valhalla Murders,2012,7.1
Friday the 13th Part III,1982,5.7
Legend,1985,6.4
Y tu mamá también,2001,7.6
The Last Samurai,2003,7.7
Borderlands,2022,No Rate
Buffy the Vampire Slayer,1992,5.7
Funhouse,2019,5.3
West Side Story,1961,7.5
Brothers,2009,7.1
Chinatown,1974,8.2
Miss Scarlet and the Duke,1974,7.6
Sin City: A Dame to Kill For,2014,6.5
Frayed,2014,7.4
Harrow,2014,7.6
The Problem with Jon Stewart,2014,7.6
Planet of the Apes,1968,8.0
The Florida Project,2017,7.6
Charlie's Angels,2000,5.6
Toy Story 4,2019,7.7
NYPD Blue,2019,7.6
Like Dogs,2021,4.3
How Green Was My Valley,1941,7.7
Frozen II,2019,6.8
The Passion of the Christ,2004,7.2
Final Destination 5,2011,5.8
Four Weddings and a Funeral,1994,7.1
Juno,2007,7.4
The Danish Girl,2015,7.1
In the Heart of the Sea,2015,6.9
Shichinin no samurai,1954,8.6
Aladdin,1992,8.0
Army of One,2020,4.7
Vinland Saga,2020,8.8
The Grand Tour,2020,8.7
The Parent Trap,1998,6.6
Into the Badlands,1998,8.0
General Hospital,1998,6.5
Lights Out,2016,6.3
Phantasm,1979,6.7
"Love, Simon",2018,7.6
101 Dalmatians,1996,5.7
Halloweentown High,2004,6.2
Absentia,2004,7.3
Peter Pan,2003,6.8
Ava,2020,5.4
Kong: Skull Island,2017,6.6
The Last Airbender,2010,4.0
Wagon Train,2010,7.5
Ender's Game,2013,6.6
Highlander,1986,7.1
Lilyhammer,1986,8.0
3 Idiots,2009,8.4
Regular Show,2009,8.4
Brave New World,2020,7.1
Urban Legend,1998,5.6
In Bruges,2008,7.9
King Arthur,2004,6.3
Condor,2004,7.7
Mauseu,2004,8.7
Jack Reacher: Never Go Back,2016,6.1
Godzilla: King of the Monsters,2019,6.0
Iron Fist,2019,6.4
Bronson,2008,7.1
Operation Mincemeat,2022,No Rate
28 Weeks Later,2007,6.9
His House,2020,6.5
Good Time,2017,7.4
What's Eating Gilbert Grape,1993,7.7
Five Feet Apart,2019,7.2
2010: The Year We Make Contact,1984,6.8
Bleach: Burîchi,1984,8.1
Lethal Weapon,1984,7.9
Bhramam,2021,6.0
The Mummy,2017,5.4
Speed,1994,7.2
Gattaca,1997,7.8
Sully,2016,7.4
COBRA,2016,6.1
True Lies,1994,7.2
Coming 2 America,2021,5.3
Megamind,2010,7.2
Victoria,2010,8.2
"Extremely Wicked, Shockingly Evil and Vile",2019,6.7
Independence Day: Resurgence,2016,5.2
The Misfits,2021,4.2
The Night Clerk,2020,5.5
Ma,2019,5.6
G.I. Joe: Retaliation,2013,5.8
Inferno,2016,6.2
Antichrist,2009,6.6
Top Boy,2009,8.4
Move to Heaven,2009,8.6
The Following,2009,7.4
Richard Jewell,2019,7.5
Young Rock,2019,7.2
7th Heaven,2019,5.3
Mortal Kombat,1995,5.8
The Hustle,2019,5.4
Hellboy,2019,5.2
The Souvenir: Part II,2021,8.1
iCarly,2021,6.7
Revolutionary Road,2008,7.3
Looper,2012,7.4
Mission: Impossible,1996,7.1
Frankie Drake Mysteries,1996,6.8
The Mosquito Coast,1996,7.0
Slumdog Millionaire,2008,8.0
Hell or High Water,2016,7.6
(500) Days of Summer,2009,7.7
The Blob,1988,6.6
Son,2021,5.6
Chicago Party Aunt,2021,5.3
Space Jam,1996,6.5
Superman,1978,7.3
Frankenstein,1931,7.8
The Wilds,1931,7.3
Shot Caller,2017,7.3
The Huntsman: Winter's War,2016,6.1
Into the Woods,2014,5.9
Limetown,2019,6.6
The Maid,2014,5.9
The A-Team,2014,7.5
Trading Places,1983,7.5
Home Improvement,1983,7.2
Antebellum,2020,5.7
The Book of Eli,2010,6.9
Heartbeat,2010,6.8
Contagion,2011,6.8
Just Go with It,2011,6.4
Silence,2016,7.2
Bo Burnham: Inside,2021,8.7
Deliverance,1972,7.7
The Thin Red Line,1998,7.6
Do the Right Thing,1989,8.0
The Fault in Our Stars,2014,7.7
Run Hide Fight,2020,6.4
Minamata,2020,7.7
Leave It to Beaver,2020,7.5
"I, Robot",2004,7.1
Unbroken,2014,7.2
Big Eyes,2014,7.0
Snowden,2016,7.3
Implanted,2021,6.5
Blazing Saddles,1974,7.7
Robin Hood,2018,5.3
Vertigo,1958,8.3
Assassin's Creed,2016,5.7
Ted,2012,6.9
Con Air,1997,6.9
The Expendables,2010,6.5
Tales from the Crypt,2010,8.0
Shin seiki evangerion,2010,8.5
The House Next Door,2021,3.7
Masters of the Universe: Revelation,2021,5.1
Polar,2019,6.3
Judy,2019,6.8
Bee Movie,2007,6.1
Rise of the Footsoldier,2007,6.8
Bone Tomahawk,2015,7.1
Wynonna Earp,2015,7.5
Isle of Dogs,2018,7.9
Dix pour cent,2018,8.3
Best Sellers,2021,6.1
Felicity,2021,6.8
The Count of Monte Cristo,2002,7.7
American Underdog,2021,No Rate
The Babysitters,2007,5.6
Ghost Whisperer,2007,6.4
Okja,2017,7.3
Everest,2015,7.1
Percy Jackson & the Olympians: The Lightning Thief,2010,5.9
Beasts of No Nation,2015,7.7
Hackers,1995,6.2
Moulin Rouge!,2001,7.6
Disappointment Blvd.,2001,No Rate
Blue Valentine,2010,7.3
Hawaii Five-O,2010,7.3
Kindergarten Cop,1990,6.2
This Is the End,2013,6.6
The Gift,2015,7.0
The 4400,2015,7.3
Monsters University,2013,7.2
La piel que habito,2011,7.6
Drag Me to Hell,2009,6.5
Sicario: Day of the Soldado,2018,7.1
A Bronx Tale,1993,7.8
Rumor Has It...,2005,5.5
When Harry Met Sally...,1989,7.6
The Fosters,1989,7.9
Sleepaway Camp,1983,6.3
Sleeping Beauty,2011,5.3
Transformers: The Last Knight,2017,5.2
Passing,2021,6.8
The Death of Stalin,2017,7.3
Under Wraps,1997,6.5
The Omen,1976,7.5
A League of Their Own,1992,7.3
Big Hero 6,2014,7.8
Dracula,1931,7.5
The Other Guys,2010,6.7
He's Just Not That Into You,2009,6.4
Warcraft,2016,6.8
Eraserhead,1977,7.4
Once Upon a Time in Mexico,2003,6.4
Master and Commander: The Far Side of the World,2003,7.4
My Three Sons,2003,7.2
Dragon Ball Z,2003,8.7
Bando,2020,5.5
The Beverly Hillbillies,2020,7.2
RocknRolla,2008,7.3
Power Book II: Ghost,2008,6.9
Borgen,2008,8.5
The Life Aquatic with Steve Zissou,2004,7.3
The Patriot,2000,7.2
Matilda,2022,No Rate
A Cinderella Story,2004,5.9
Old School,2003,7.1
High Life,2018,5.8
Sky High,2005,6.2
Silverado,1985,7.2
Mr. Nobody,2009,7.8
Salem's Lot,2022,No Rate
Dickinson,2022,7.4
Mank,2020,6.9
Lift,2021,7.3
Ammonite,2020,6.5
Men in Black 3,2012,6.8
Liar Liar,1997,6.9
Night Court,1997,7.6
Homefront,2013,6.5
Matlock,2013,7.0
Furious 6,2013,7.0
Three's Company,2013,7.5
Black and Blue,2019,6.4
Vicky Cristina Barcelona,2008,7.1
Horrible Bosses,2011,6.8
Lawless,2012,7.3
Elektra,2005,4.7
Wings,2005,7.2
Death Becomes Her,1992,6.6
Home Before Dark,1992,7.5
Spooks,1992,8.2
Fear and Loathing in Las Vegas,1998,7.6
Creep,2014,6.4
The Marvels,2022,No Rate
Alvin and the Chipmunks,2007,5.2
EastEnders,2007,4.7
RED 2,2013,6.6
Below Deck,2013,7.4
Men in Black: International,2019,5.6
All in the Family,2019,8.3
Pokémon: Detective Pikachu,2019,6.6
Magic Mike,2012,6.1
Battleship,2012,5.8
He-Man and the Masters of the Universe,2012,6.2
Lois & Clark: The New Adventures of Superman,2012,6.7
The Purge: Anarchy,2014,6.4
Primal Fear,1996,7.7
Serenity,2005,7.8
Mystic Pizza,1988,6.3
Chappie,2015,6.8
To Die For,1995,6.8
Bad Times at the El Royale,2018,7.1
Limitless,2011,7.4
Blue Velvet,1986,7.7
Ride Along 2,2016,5.9
Dodgeball: A True Underdog Story,2004,6.7
Color Out of Space,2019,6.2
Immortals,2011,6.0
X-Men: The Last Stand,2006,6.7
Utopia,2020,6.7
How the West Was Won,1962,7.1
The Goes Wrong Show,1962,8.5
"Girl, Interrupted",1999,7.3
GLOW,1999,8.0
Santa Clarita Diet,1999,7.8
Panic Room,2002,6.8
Vice,2018,7.2
Batman,2018,7.5
The Craft: Legacy,2020,4.4
Mononoke-hime,1997,8.4
Ambulance,2022,No Rate
Inside No. 9,2022,8.5
Near Dark,1987,7.0
Death Note,2017,4.4
Marco Polo,2017,8.0
Karen,2021,2.8
Before I Wake,2016,6.2
Kol,2020,7.1
It's a Wonderful Life,1946,8.6
Shrek 2,2004,7.2
McLeod's Daughters,2004,7.3
Peep Show,2004,8.6
Strike,2004,7.9
Cube,1997,7.2
The Howling,1981,6.6
Cowboys & Aliens,2011,6.0
The Place Beyond the Pines,2012,7.3
Below Her Mouth,2016,5.5
Hogan's Heroes,2016,7.8
Superintelligence,2020,5.4
Ace Ventura: Pet Detective,1994,6.9
Der Untergang,2004,8.2
Arachnophobia,1990,6.4
Gangster Squad,2013,6.7
Capone,2020,4.7
Escape from New York,1981,7.2
Raging Bull,1980,8.2
Honest Thief,2020,6.0
Sneaky Pete,2020,8.1
12 Mighty Orphans,2021,6.8
The Kitchen,2019,5.5
The Lost World: Jurassic Park,1997,6.6
Lie with Me,2005,5.3
The Wedding Singer,1998,6.9
Dawn of the Dead,1978,7.9
The Twilight Saga: Eclipse,2010,5.0
The Circle,2010,7.3
Deadly Friend,1986,5.6
Searching,2018,7.6
Rushmore,1998,7.7
The Fugitive,1993,7.8
Edge of the World,2021,5.2
Frontier,2021,7.2
The Happening,2008,5.0
The Texas Chainsaw Massacre: The Beginning,2006,5.8
Wild Crime,2006,7.7
Gone Baby Gone,2007,7.6
Chef,2014,7.3
Untitled David O. Russell,2022,No Rate
Shadow in the Cloud,2020,4.9
Monty Python and the Holy Grail,1975,8.2
A.I. Artificial Intelligence,2001,7.2
The Secret Life of Walter Mitty,2013,7.3
How to Train Your Dragon,2010,8.1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4
Rio Bravo,1959,8.0
Fresh Off the Boat,1959,7.8
Love Story,2021,7.8
The Virginian,2021,7.6
The Hole,2001,6.2
Ballers,2001,7.6
"I, Tonya",2017,7.5
The League of Extraordinary Gentlemen,2003,5.8
Needle in a Timestack,2021,3.7
Marley & Me,2008,7.1
Sorjonen,2008,7.6
Wellington Paranormal,2008,7.7
Weird Science,1985,6.6
Takt Op. Destiny,1985,8.5
Tron,2010,6.8
Solar Opposites,2010,8.0
First Blood,1982,7.7
1922,2017,6.3
Excalibur,1981,7.4
Goosebumps,1981,7.7
Perry Mason,1981,7.5
Mannix,1981,7.3
"Ada Twist, Scientist",1981,7.4
La cocinera de Castamar,2021,7.4
Annie,1982,6.6
The Bourne Identity,2002,7.9
Fractured,2019,6.4
Beverly Hills Cop,1984,7.3
Resident Evil: The Final Chapter,2016,5.5
Ragtime,1981,7.3
The Belko Experiment,2016,6.1
Traffic,2000,7.6
National Lampoon's Vacation,1983,7.4
Gåsmamman,1983,7.5
Hunt for the Wilderpeople,2016,7.9
Gone in Sixty Seconds,2000,6.5
12 Monkeys,2000,7.7
A Ghost Story,2017,6.9
Paranormal Activity,2007,6.3
Jane Eyre,2011,7.3
Stowaway,2021,5.6
Hudson & Rex,2021,7.1
The Losers,2010,6.3
Texas Chainsaw 3D,2013,4.8
Tag,2018,6.5
After Hours,1985,7.7
Fear,1996,6.2
Porky's,1981,6.2
The Irregulars,2021,6.0
The Rain,2021,6.3
Clique,2021,7.0
The Purge,2021,6.5
Blackhat,2015,5.4
Benidorm,2015,7.4
October Sky,1999,7.8
Murder Mystery,2019,6.0
Genius,2019,8.3
Mamma Mia! Here We Go Again,2018,6.6
Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion,2018,8.7
The Exorcist III,1990,6.5
Halloweentown II: Kalabar's Revenge,2001,6.5
Murder on the Orient Express,1974,7.3
Romancing the Stone,1984,6.9
Unbreakable,2000,7.3
Boyz n the Hood,1991,7.8
Vis a vis,1991,8.2
Easy A,2010,7.0
Little Miss Sunshine,2006,7.8
Austin Powers in Goldmember,2002,6.2
American Graffiti,1973,7.4
21 Jump Street,1973,7.3
The Alpines,2021,5.7
The Young and the Restless,2021,5.1
If Beale Street Could Talk,2018,7.1
Firefly Lane,2018,7.4
Falling Down,1993,7.6
Hotel Transylvania 2,2015,6.7
Public Enemies,2009,7.0
Blades of Glory,2007,6.3
Workin' Moms,2007,7.7
Pitch Perfect 2,2015,6.4
Inherent Vice,2014,6.7
The Replacements,2000,6.6
Defiance,2008,7.2
Erin Brockovich,2000,7.4
Shark Tale,2004,6.0
Under the Dome,2004,6.6
The Final Destination,2009,5.2
RoboCop,1987,7.6
The Change-Up,2011,6.3
The Rainmaker,1997,7.2
The Karate Kid,2010,6.2
Contact,1997,7.5
Monsters at Work,1997,7.1
Blossom,1997,6.1
Venom,2005,4.6
City on a Hill,2005,7.6
Apache Junction,2021,3.8
The Cowboys,1972,7.4
This Is 40,2012,6.2
Xena: Warrior Princess,2012,6.7
Mission: Impossible,2012,7.9
The Masked Singer,2012,5.9
Jason Bourne,2016,6.6
Hotaru no haka,1988,8.5
Who Framed Roger Rabbit,1988,7.7
Demolition,2015,7.0
The Warriors,1979,7.6
Robin Hood,2010,6.6
Conan the Barbarian,2011,5.2
Dublin Murders,2019,7.2
Along Came a Spider,2001,6.4
Forbidden Planet,1956,7.6
LuLaRich,1956,7.8
Aquaman and the Lost Kingdom,2022,No Rate
Thelma & Louise,1991,7.5
The Boondock Saints,1999,7.7
Sausage Party,2016,6.1
Private Eyes,2016,7.4
Transformers: Age of Extinction,2014,5.6
The Spanish Princess,2014,6.9
Without a Trace,2014,6.9
Barbarians,2014,7.2
9 Songs,2004,4.8
Clash of the Titans,2010,5.8
Dracula Untold,2014,6.3
Sen Çal Kapimi,2014,7.5
Sweet Magnolias,2014,7.4
MacGyver,2014,7.7
The Mask of Zorro,1998,6.8
Lawrence of Arabia,1962,8.3
Downton Abbey: A New Era,2022,No Rate
Miami Vice,2006,6.0
The Elephant Man,1980,8.1
Law Abiding Citizen,2009,7.4
Pinocchio,2022,No Rate
Slither,2006,6.5
Dirty Work,1998,6.4
Brothers & Sisters,1998,7.3
Return to Halloweentown,2004,5.5
Forgetting Sarah Marshall,2008,7.1
Sleepless in Seattle,1993,6.8
Palmer,2021,7.3
Gi-eok-ui bam,2017,7.5
To Kill a Mockingbird,1962,8.3
Anatomie,2000,6.0
Numb3rs,2000,6.9
The Little Rascals,1994,6.3
Beautiful Creatures,2013,6.2
Beethoven,1992,5.7
Disenchantment,1992,7.2
Onward,2020,7.4
The Expendables 3,2014,6.1
Norsemen,2014,7.8
Mad Max 2,1981,7.6
The Man from Toronto,2022,No Rate
Dirk Gently's Holistic Detective Agency,2022,8.2
Rebecca,2020,6.0
Beauty and the Beast,1991,8.0
Adventures of a Mathematician,2020,5.5
Bridge of Spies,2015,7.6
Marriage on the Rocks,1965,5.8
Sex and the City,2008,5.6
Prospect,2018,6.3
Beck,2018,7.4
Cursed,2020,5.9
Atomic Blonde,2017,6.7
The Goldfinch,2019,6.4
Crawl,2019,6.1
Leaving Las Vegas,1995,7.5
Perfume: The Story of a Murderer,2006,7.5
The Gifted,2006,7.3
La Fortuna,2021,7.1
Coyote Ugly,2000,5.7
Den of Thieves,2018,7.0
V,2018,6.8
The Good Liar,2019,6.7
Nip/Tuck,2019,7.6
Habitación en Roma,2010,6.1
Legion,2010,5.3
The Mutation,2021,4.1
Dark Side of the Ring,2021,8.8
Doctor Foster,2021,7.7
Black Summer,2021,6.5
Unbreakable Kimmy Schmidt,2021,7.6
Haunt,2019,6.3
Die Hard 2,1990,7.1
War for the Planet of the Apes,2017,7.4
Gintama,2017,8.6
George Lopez,2017,6.7
Annabelle Comes Home,2019,5.9
Sixteen Candles,1984,7.0
I Still Know What You Did Last Summer,1998,4.7
Henry Danger,1998,5.8
Spy,2015,7.0
Enter the Void,2009,7.3
Cursed,2005,5.0
Black Snake Moan,2006,6.9
Steve Jobs,2015,7.2
For Those Who Think Young,1964,5.3
The Waterboy,1998,6.1
Reno 911!,1998,7.9
Män som hatar kvinnor,2009,7.8
Movie 43,2013,4.3
Focus,2015,6.6
That Time I Got Reincarnated as a Slime,2015,8.1
Lolita,1962,7.6
In the Mouth of Madness,1994,7.2
The Island,2005,6.8
The Picture of Dorian Gray,1945,7.5
Poketto monsutâ,1945,7.5
Fantasy Island,2020,4.9
Peter Rabbit 2: The Runaway,2021,6.2
Gold Rush: Alaska,2021,7.3
Exit,2021,8.2
V/H/S/2,2013,6.0
Censor,2021,6.0
Enemy of the State,1998,7.3
Dirty Harry,1971,7.7
Monster,2003,7.3
Foyle's War,2003,8.4
Top Gear,2003,8.6
Rambo: Last Blood,2019,6.1
Dronningen,2019,7.1
Miss Sloane,2016,7.5
Luke Cage,2016,7.3
Kung Fu Panda,2008,7.6
Halt and Catch Fire,2008,8.4
Enchanted,2007,7.0
Seance,2021,5.3
James and the Giant Peach,1996,6.7
Walk the Line,2005,7.8
The Hunger,1983,6.7
Lion,2016,8.0
The Theory of Everything,2014,7.7
Alien³,1992,6.5
The Firm,1993,6.8
Good Joe Bell,2020,5.5
Evolution,2001,6.1
Kynodontas,2009,7.2
Hustle Down,2021,4.2
Marco effekten,2021,5.1
Dark City,1998,7.6
The Founder,2016,7.2
French Exit,2020,5.9
In the Heat of the Night,2020,7.6
Resident Evil,2020,No Rate
Get Rich or Die Tryin',2005,5.4
Terrifier,2016,5.7
Mulan,1998,7.6
Yakusoku no Neverland,1998,8.4
The Adventures of Sharkboy and Lavagirl 3-D,2005,3.7
Panic,2021,6.5
The Humans,2021,7.4
Angels & Demons,2009,6.7
Sinsegye,2013,7.6
Bloodsport,1988,6.8
Sort Of,1988,5.5
Incredibles 2,2018,7.6
Transcendence,2014,6.2
TURN,2014,8.1
Only Lovers Left Alive,2013,7.3
The Dirt,2019,7.0
Beowulf,2007,6.2
Prince of Persia: The Sands of Time,2010,6.6
The A-Team,2010,6.7
The Girl Next Door,2007,6.6
Bride of Frankenstein,1935,7.8
Moon Knight,1935,No Rate
The Drop,2014,7.1
Apostle,2018,6.3
Jarhead,2005,7.0
Girl From Nowhere,2005,7.6
The Aviator,2004,7.5
Beoning,2018,7.5
Freaks,2018,6.7
Wayne,2019,8.4
Charlie's Angels,2019,6.5
The Sum of All Fears,2002,6.4
Hell on Wheels,2002,8.3
Z Nation,2002,6.7
Pennyworth,2002,7.9
She-Hulk,2002,No Rate
Teenage Mutant Ninja Turtles,2014,5.8
No Strings Attached,2011,6.2
Wednesday,2011,No Rate
Freaks,1932,7.9
The Lego Movie,2014,7.7
Pieces of a Woman,2020,7.1
What Happened to Monday,2017,6.9
My Best Friend's Wedding,1997,6.3
Together,2021,6.5
Spy Kids 3: Game Over,2003,4.3
The War with Grandpa,2020,5.6
The Outlaw Josey Wales,1976,7.8
Blue Murder,1976,7.2
House on Haunted Hill,1959,6.8
The Last House on the Left,1972,6.0
The Little Mermaid,1989,7.6
Chal Mera Putt 2,2020,9.0
Time Is Up,2021,4.3
Baptiste,2021,7.3
Northern Exposure,2021,8.3
Wild,2014,7.1
Sijipeuseu: The Myth,2014,7.1
Brightburn,2019,6.1
Lone Survivor,2013,7.5
How to Sell Drugs Online (Fast),2013,7.9
The Brady Bunch,2013,6.7
Recovery,2021,5.3
The English Patient,1996,7.4
The Resort,2021,3.0
Life of Pi,2012,7.9
